index,product,category,brand,brand_id,price
656,IGORA Royal Natural Extra Light Brown 5-00,Beauty & Hygiene,Schwarzkopf Professional,Sch,349
657,Lady Bladder Control Pads - Normal,Beauty & Hygiene,Seni,Sen,250
658,Ayurvedic Soap Combo (Buy 3 Get 75g Free),Beauty & Hygiene,Chandrika ,Cha,280
659,Naturally Soft Sanitary Napkin Extra Long 275 mm,Beauty & Hygiene,Niine,Nii,100
660,Foot Spray,Beauty & Hygiene,INATUR ,INA,400
661,Bringha Hair Cleanser,Beauty & Hygiene,Indulekha,Ind,135
662,Ashwagandharishta,Beauty & Hygiene,Dabur,Dab,122
663,Feel the Massage Shower Gel,Beauty & Hygiene,Palmolive,Pal,599
664,Condoms - Dotted,Beauty & Hygiene,Skore,Sko,90
665,Refreshing Tea Tree Body Lotion,Beauty & Hygiene,Globus Naturals,Glo,650
666,Acidshoonya Ras,Beauty & Hygiene,Meghdoot,Meg,195
667,Lip Balm - Smile Lavender,Beauty & Hygiene,Wild Ideas,Wil,120
668,Man Deodorant Spray,Beauty & Hygiene,Tabac,Tab,590
669,Clear Skin Face Wash,Beauty & Hygiene,Azafran,Aza,225
670,Fresh Power Men Deodorant - 48h Long Lasting Freshness With Fresh Musk Scent,Beauty & Hygiene,Nivea,Niv,199
671,Brown Wide Teeth Comb For Wavy/Curly Thick Short Hair & Shampoo Use - 41,Beauty & Hygiene,Roots,Roo,190
672,White Beauty Mineral Clay Instant Brightness Face Wash Foam,Beauty & Hygiene,Ponds,Pon,110
673,Glow Oxy Bleach Creme,Beauty & Hygiene,Globus,Glo,240
674,Body Massage Oil - Jasmine & Nargis,Beauty & Hygiene,Oriental Botanics,Ori,899
675,Cotton Cosmetic Balls,Beauty & Hygiene,Bella,Bel,129
676,Kshirabala Taila - Strengthening & Useful for Arthritis,Beauty & Hygiene,Sri Sri Tattva,Sri,100
677,Sunscreen Lotion,Beauty & Hygiene,Aroma Treasures,Aro,385
678,Face Wash - Acne Clear,Beauty & Hygiene,Dr.Batra'S,Dr.,115
679,Organic Cotton Panty Liners,Beauty & Hygiene,Yoni,Yon,354
680,Organic Cotton Pads - Heavy,Beauty & Hygiene,Yoni,Yon,354
681,Cleansing Bar,Beauty & Hygiene,Sebamed,Seb,99
682,Sensual Amber Handmade Luxury Soap,Beauty & Hygiene,StBotanica,StB,275
683,Body Deodorant - Hydra Energy,Beauty & Hygiene,Wild Stone,Wil,199
684,Vitamin C SPF 50 Sunblock Face & Body Mist Sunscreen UVA/UVB PA+++,Beauty & Hygiene,StBotanica,StB,675
685,Patchouli Essential Oil For Glowing Radiant Skin & Healthy Hair,Beauty & Hygiene,Soulflower,Sou,850
686,& Moms - Citrus Soap,Beauty & Hygiene,Dettol,Det,195
687,Creme Care Soap - For Hands & Body,Beauty & Hygiene,Nivea,Niv,85
688,"Deodorant Body Spray - Original, For Men",Beauty & Hygiene,Old Spice,Old,199
689,Facial Kit - Skin Glow,Beauty & Hygiene,Aroma Magic ,Aro,875
690,Cucumber Skin Toner/Astringent,Beauty & Hygiene,Jovees,Jov,175
691,Rosemary Pure Aroma Essential Oil,Beauty & Hygiene,StBotanica,StB,449
692,"Vitamin C Kit - Face Wash, Night Cream & Face Cream",Beauty & Hygiene,Mamaearth,Mam,1597
693,Dan-O-Pause Anti Dandruff Shampoo,Beauty & Hygiene,SSCPL HERBALS,SSC,210
694,Body Deodorant - Aqua Fresh,Beauty & Hygiene,Wild Stone,Wil,199
695,"Sanitizer Spray - Air & Surface Disinfectant, 99.9% Germ Protection, Alcohol Based, Long Lasting Fragrance, Cool Surf Blue",Beauty & Hygiene,Godrej Aer,God,199
696,Red Deodorant Spray,Beauty & Hygiene,Wild Stone,Wil,299
697,Wottagirl! Perfume Spray - Amber Kiss,Beauty & Hygiene,Layerr,Lay,195
698,All Natural Probiotics Shampoo Bar - For Oily Hair,Beauty & Hygiene,Goli Soda,Gol,250
699,"Antibacterial Hand Sanitiser - 72% Alcohol Based, Non Sticky",Beauty & Hygiene,Palmolive,Pal,50
700,Hair Serum,Beauty & Hygiene,Aroma Magic ,Aro,700
701,Hair Fall Control Serum,Beauty & Hygiene,Dr.Batra'S,Dr.,625
702,Tulsi Capsules,Beauty & Hygiene,ORGANIC INDIA,ORG,175
703,"Shiva Toothpaste For Kids - Fluoride-Free, Sweet Bubble Gum Flavour",Beauty & Hygiene,Aquawhite,Aqu,80
704,Man - Green Eau De Toilette Deodorant,Beauty & Hygiene,Nike,Nik,279
705,"Syoss - Oleo 21 Intense Care, 01 Shampoo",Beauty & Hygiene,Schwarzkopf,Sch,425
706,Skin Lightening Mask,Beauty & Hygiene,Organic Harvest,Org,545
707,Silver Shade Perfume Deodorant For Men,Beauty & Hygiene,Ajmal,Ajm,299
708,Wild Set for Women,Beauty & Hygiene,Playboy,Pla,990
709,"Natural Ultra Soft Superr Pads - For Maternity Flow, Overnight Flow & Extremely Heavy Flow",Beauty & Hygiene,Sirona,Sir,289
710,Gold Face Oil,Beauty & Hygiene,QRAA,QRA,450
711,Clean And Dry Wash,Beauty & Hygiene,Clean And Dry,Cle,189
712,Calming Body Massage Oil,Beauty & Hygiene,INATUR ,INA,1250
713,Deodorant Body Spray - Red Delicious Men EDT Spray W Sleeve,Beauty & Hygiene,Dkny,Dkn,3500
714,Mango Seed Moisturising Lotion,Beauty & Hygiene,The Face Shop,The,1799
715,Yeppen Perfect BB Cream - For Men,Beauty & Hygiene,Dermal,Der,210
716,Shaving Cream - Fresh,Beauty & Hygiene,Dettol,Det,75
717,Safe Sun Anti-Tan Whitening & Glow Facial Kit,Beauty & Hygiene,Lotus Herbals,Lot,875
718,Fusion Shaving Blades,Beauty & Hygiene,Gillette,Gil,2150
719,All In Wash,Beauty & Hygiene,QRAA,QRA,210
720,Vitamin C Face Mask With Vitamin C & Kaolin Clay For Skin Illuminitation,Beauty & Hygiene,Mamaearth,Mam,499
721,Rice & Ceramide Moisturising Emulsion,Beauty & Hygiene,The Face Shop,The,820
722,Herbal Almond Saffron Moisturiser - SLS & Paraben Free,Beauty & Hygiene,Khadi Natural,Kha,275
723,UV Perfect Aqua Essence,Beauty & Hygiene,Loreal Paris,Lor,515
724,Proactive Protection Gift Set,Beauty & Hygiene,Dr Rhazes,Dr ,1178
725,"Lip Balm - Disney Limited Edition, Watermelon Shine",Beauty & Hygiene,Nivea,Niv,185
726,Detox Activated Charcoal Soap Bar,Beauty & Hygiene,Greenberry Organics,Gre,180
727,Instant Glowing Fairness Skin Cream - Natural White Light,Beauty & Hygiene,Olay,Ola,169
728,Conditioner - Skin Logix Whitening Advance Night Repair Serum,Beauty & Hygiene,Richfeel,Ric,269
729,Massage Lotion For Stretch Marks,Beauty & Hygiene,Mom & World,Mom,449
730,Fragrance Body Spray- Good Morning,Beauty & Hygiene,Park avenue,Par,199
731,Organic Coconut & Wheat Germ Oil For Hair & Skin,Beauty & Hygiene,Oriental Botanics,Ori,999
732,Gel Toothpaste For Kids - Bubble Gum Flavor,Beauty & Hygiene,Dentoshine  ,Den,79
733,Calendula Essential Moisture Cream,Beauty & Hygiene,The Face Shop,The,1320
734,Radiance Pro SPF 30 Sun Screen Gel,Beauty & Hygiene,Vlcc,Vlc,375
735,Hair Cleanser Shampoo - Neem Sat,Beauty & Hygiene,Khadi Natural,Kha,160
736,Frankincense Essential Oil,Beauty & Hygiene,Nectar Valley,Nec,465
737,Apple Cider Vinegar Shampoo,Beauty & Hygiene,Beardo,Bea,499
738,Aloevera Moisturising Beauty Gel,Beauty & Hygiene,Natures Essence,Nat,125
739,S11 Razor & Cartridge Pack,Beauty & Hygiene,Supermax,Sup,60
740,Aritha Hair Care Powder - Pure Herb,Beauty & Hygiene,Banjara's,Ban,60
741,Deodorant Spray - Original,Beauty & Hygiene,Lomani,Lom,250
742,Cream - Anti Hair Loss,Beauty & Hygiene,Himalaya Wellness,Him,325
743,Body Lotion - With Sunflower Extract,Beauty & Hygiene,Vaadi,Vaa,155
744,"Garnier HairColor (70ml+60g) Shade 4.20, Wine Burgundy+Loreal Paris Shampoo 75ml",Beauty & Hygiene,bb Combo,bb ,249
745,7 O Clock Razor- Pii,Beauty & Hygiene,Gillette,Gil,110
746,TLC Soft Gel Hair Colour - Natural Black,Beauty & Hygiene,Streax,Str,359
747,Creme Care Soap - For Hands & Body,Beauty & Hygiene,Nivea,Niv,158
748,Almond Under Eye Cream,Beauty & Hygiene,Vlcc,Vlc,240
749,Bathing Soap - Ayurvedic Classic 18 Herbs,Beauty & Hygiene,Medimix,Med,110
750,Sleep Aid - Orange,Beauty & Hygiene,Azani Active Nutrition,Aza,837
751,Neem Capsules,Beauty & Hygiene,ORGANIC INDIA,ORG,175
752,Shaving Cream Cool Menthol,Beauty & Hygiene,Godrej,God,65
753,Flaxseed Oil Softgel Capsule - 1000 Mg,Beauty & Hygiene,Alvizia,Alv,500
754,Himalaya Nourishing Skin Cream,Beauty & Hygiene,Himalaya,Him,220
755,Moringa Powder,Beauty & Hygiene,NUTRIWISH,NUT,180
756,White Beauty SPF 15 PA Fairness Cream,Beauty & Hygiene,Ponds,Pon,240
757,Coconut and Aloe Vera Volume Hair Conditioner,Beauty & Hygiene,Sunsilk,Sun,73
758,Skin Firming Serum Mask With Hyaluronic Acid & Brown Algae Extract,Beauty & Hygiene,Ponds,Pon,150
759,"Bathing Bar - Glycerin (Softens, Smoothens & Protects Skin)",Beauty & Hygiene,Sri Sri Tattva,Sri,36
760,Shankhapushpi Syrup- Memory & Concentration Booster,Beauty & Hygiene,Baidyanath,Bai,110
761,Deodorant Roll On For Women - Original,Beauty & Hygiene,Dove,Dov,200
762,7X Activated Charcoal Face Scrub - Infused With Vitamin C & Menthol,Beauty & Hygiene,Man Arden,Man,349
763,Lime Bath Soap,Beauty & Hygiene,Cinthol,Cin,270
764,Woman - Green Eau De Toilette Deodorant,Beauty & Hygiene,Nike,Nik,279
765,"Toothpowder - With Calcium & Minerals, Anti-Cavity",Beauty & Hygiene,Colgate,Col,83
766,Activated Charcoal Bright Glow Face Wash,Beauty & Hygiene,Oriental Botanics,Ori,445
767,Anti-Dandruff Shampoo,Beauty & Hygiene,Himalaya,Him,245
768,Vitamin E Face Pack,Beauty & Hygiene,INATUR ,INA,750
769,Peppa Pig Flashhh Kids Toothbrush With Rinsing Cup - Blue,Beauty & Hygiene,Aquawhite,Aqu,500
770,"Premium Digital Tampon - Regular Flow, FDA Approved",Beauty & Hygiene,Sirona,Sir,590
771,Moisturizing Lotion,Beauty & Hygiene,moha,moh,185
772,Munaacid Tablets,Beauty & Hygiene,Muniyal Ayurveda,Mun,180
773,"Kids Toothpaste - 6+ Years, Strawberry Flavour, Barbie",Beauty & Hygiene,Colgate,Col,93
774,Combo - Precision Safety Razor & 10 Feather Blades,Beauty & Hygiene,Bombay Shaving Company,Bom,1845
775,"Liquid Handwash - Sea Minerals, Refill Pack",Beauty & Hygiene,Palmolive,Pal,49
776,Tea Tree Oil,Beauty & Hygiene,Organic Harvest,Org,450
777,Tooth Paste - Herbal White Natural Salt,Beauty & Hygiene,K.P. Namboodiris,K.P,72
778,Oil - Kesh Kanti,Beauty & Hygiene,Patanjali,Pat,130
779,Hairfall Control Shampoo,Beauty & Hygiene,Aroma Magic ,Aro,215
780,"Mouthwash - Plax, Complete Care",Beauty & Hygiene,Colgate,Col,130
781,Shades Condoms - With 1500+ Raised Dots,Beauty & Hygiene,Skore,Sko,180
782,Body Deodorant - Night Rider,Beauty & Hygiene,Wild Stone,Wil,199
783,Story Red Eau De Toilette,Beauty & Hygiene,Jacques Bogart,Jac,3240
784,Intensive Care Cocoa Glow Body Lotion,Beauty & Hygiene,Vaseline,Vas,99
785,Ultra Thin Underpads Classic - 60X90 mm,Beauty & Hygiene,Friends,Fri,425
786,Taft Ultra Wet Gel - Ultra Strong 4,Beauty & Hygiene,Schwarzkopf,Sch,425
787,Lip Therapy - Velvety Rose,Beauty & Hygiene,Lotus Herbals,Lot,175
788,Body Wash With Avocado Oil,Beauty & Hygiene,DELON,DEL,549
789,Organic Olive Oil,Beauty & Hygiene,Greenberry Organics,Gre,565
790,Fresh Gel Sensitive Toothpaste,Beauty & Hygiene,Sensodyne,Sen,199
791,Whiteglow Intensive Skin Whitening & Brightening Serum + Moisturiser,Beauty & Hygiene,Lotus Herbals,Lot,455
792,Geranium Rose Body Mist,Beauty & Hygiene,INATUR ,INA,950
793,Casual  Deo - Man,Beauty & Hygiene,Nike,Nik,279
794,Cosmo Girl - Eau De Parfum,Beauty & Hygiene,Maryaj,Mar,1339
795,Beauty Soap For Glowing Skin Soap - Rose & Vitamin E,Beauty & Hygiene,Lux,Lux,52
796,Divine Lotus Soap,Beauty & Hygiene,Nyassa,Nya,365
797,Advanced All Night XL- Sanitary Pads For Women,Beauty & Hygiene,STAYFREE,STA,340
798,"Super Slim Toothbrush Value Pack  - Red, Green, Blue, Purple, Soft",Beauty & Hygiene,Dentoshine  ,Den,90
799,Skin Refreshing & Energising Anti Pollution Gel Scrub - With Coconut & Coffee,Beauty & Hygiene,Joy,Joy,250
800,Dark Side Perfume For Men,Beauty & Hygiene,Beardo,Bea,1500
801,Grapefruit Aroma Massage Oil,Beauty & Hygiene,Soulflower,Sou,450
802,Gliss Hair Repair Ultimate Repair Oil Replacement,Beauty & Hygiene,Schwarzkopf,Sch,425
803,"Day Cream With SPF 20+, Whitening & Tightening Face Cream With Moringa & Pomegranate Oil",Beauty & Hygiene,Mamaearth,Mam,599
804,BB Home Loofah Pink BH002 PNK 1pc + Dettol Honey Shea Butter Gel Nourish 250ml,Beauty & Hygiene,bb Combo,bb ,349
805,Power 10 Formula WR Effector,Beauty & Hygiene,It's Skin,It',950
806,Face Wash - Oily Skin,Beauty & Hygiene,USTRAA,UST,199
807,Charcoal Facial Foam,Beauty & Hygiene,INATUR ,INA,400
808,Hydrating Seaweed Pack,Beauty & Hygiene,Aroma Magic ,Aro,395
809,Pheromone Activating Deodorant Spray For Men,Beauty & Hygiene,Skore,Sko,300
810,Natural Protein Shampoo,Beauty & Hygiene,The Moms Co,The,429
811,Ultra Soft Air Fresh Sanitary Pads - XL,Beauty & Hygiene,Whisper ,Whi,450
812,Pro 2 Cross Action Electric Rechargeable Toothbrush,Beauty & Hygiene,Oral-B,Ora,4199
813,Youthrx Anti Ageing Firming Face Masque,Beauty & Hygiene,Lotus Herbals,Lot,295
814,Code Vaporisateur Natural Spray for Men,Beauty & Hygiene,Lomani,Lom,975
815,"Hair Spray - Strong Hold, Argan Oil & Bhringraj",Beauty & Hygiene,Man Arden,Man,399
816,Refill Handwash - Herbal,Beauty & Hygiene,Medimix,Med,50
817,Dexter V6 Manual Razor For Men With Flexblade Technology,Beauty & Hygiene,Bombay Shaving Company,Bom,345
818,"Kids Toothpaste - 2-5yrs, Bubble Fruit, Motu-Patlu, With Colgate Toothbrush, Super Junior, 0-2 Yrs",Beauty & Hygiene,Colgate,Col,59
819,Neelibringadi Oil,Beauty & Hygiene,Aloe Veda,Alo,550
820,"Flaxseed Oil - Omega-3, Omega-6, Omega-9 Vegetarian Capsule",Beauty & Hygiene,Sri Sri Ayurveda ,Sri,235
821,Satreetha Ayurvedic Shampoo,Beauty & Hygiene,Meghdoot,Meg,180
822,Colorsilk Hair Colour With Keratin,Beauty & Hygiene,Revlon,Rev,435
823,Deodorant Body Spray - Devin Country Cologne,Beauty & Hygiene,ARAMIS,ARA,4550
824,Herbal Hair Care - Traditional Oil Bath,Beauty & Hygiene,Wild Ideas,Wil,100
825,DC 4 U For Women,Beauty & Hygiene,Dorall Collection,Dor,599
826,Ayurvedic Guduchi Powder,Beauty & Hygiene,Meghdoot,Meg,60
827,Touch Eau De Toilette,Beauty & Hygiene,Tous,Tou,3550
828,Brahmi Oil,Beauty & Hygiene,INATUR ,INA,750
829,Oudh Abeer Middle Eastern Handmade Soap,Beauty & Hygiene,Nyassa,Nya,475
830,Jeerakarishtam,Beauty & Hygiene,Kerala Ayurveda,Ker,195
831,Aloe & Cucumber Refreshing Body Lotion,Beauty & Hygiene,Himalaya,Him,85
832,Rose & Honey Facial Kit - Honey Lust,Beauty & Hygiene,Glamveda,Gla,410
833,Strawberry & Peach Lip Balm Combo,Beauty & Hygiene,Fuschia,Fus,450
834,Beard Wash - The Classic,Beauty & Hygiene,Beardo,Bea,350
835,Papaya Leaves Powder - Helpful As An Immunity Booster & Supports Blood Platelets Health,Beauty & Hygiene,Bixa Botanical,Bix,245
836,Hydrafresh Anti-Shine Gel,Beauty & Hygiene,Loreal Paris,Lor,570
837,Natural & Herbal Henna,Beauty & Hygiene,Vlcc,Vlc,60
838,Dry Comfort Sanitary Napkin Extra Long 275 mm,Beauty & Hygiene,Niine,Nii,35
839,"Reusable Anti Pollution Face Mask - With Activated Carbon, N99 + PM2.5, Medium",Beauty & Hygiene,Bodyguard,Bod,698
840,Baby Body Wash,Beauty & Hygiene,Continent Spice Khadi,Con,650
841,Petal Soft Antitan Rose Face Pack,Beauty & Hygiene,Just Herbs,Jus,625
842,Rain Forest - Body Spray,Beauty & Hygiene,Red Hunt,Red,199
843,"Mineral Based Baby Sunscreen Lotion, SPF 50 PA+++",Beauty & Hygiene,Mom & World,Mom,399
844,Milk Delights Face Wash With Saffron For Normal Skin,Beauty & Hygiene,Nivea,Niv,175
845,Sea Buckthorn Ultra Facial Sheet Mask,Beauty & Hygiene,Mirabelle,Mir,129
846,Organic Cotton Applicator Tampons - Super,Beauty & Hygiene,Yoni,Yon,370
847,Papaya Shampoo - Hair Fall Control & Volume To Hair,Beauty & Hygiene,Jiva Ayurveda,Jiv,120
848,"Age Defying Multi-Vitamin Moisturiser With Vitamin A, E & C",Beauty & Hygiene,Jergens,Jer,329
849,Fruit Power - Masala Sugarcane,Beverages,Real,Rea,20
850,Green Tea - Tulsi Loose Leaf,Beverages,Octavius,Oct,225
851,Aamras Mango Fruit Juice,Beverages,Paper Boat,Pap,360
852,Spiced Tea - Blend Of 7 Refreshing Spices,Beverages,Wagh Bakri,Wag,150
853,BCAA Energy Drink - Berry Flavour,Beverages,NOCD,NOC,110
854,Soft Drink - Lime Flavoured,Beverages,Sprite,Spr,40
855,Tea - English Breakfast,Beverages,Typhoo,Typ,195
856,Amla Juice,Beverages,Patanjali,Pat,220
857,Sugar Free Juice - Lemon Ginger Squash,Beverages,Diabetics Dezire,Dia,330
858,Black Tea,Beverages,Tetley,Tet,155
859,DiaFree Juice,Beverages,Kapiva Ayurveda,Kap,420
860,Nutrition & Health Drink - Pista Badam,Beverages,Complan,Com,315
861,"Green Tea - Mint, Good morning",Beverages,Wagh Bakri,Wag,150
862,Darjeeling White Teabags - Reeti,Beverages,Teamonk,Tea,875
863,Quick Chai Masala,Beverages,Tata Tea,Tat,140
864,Fruit Power Juice- Mixed Berries,Beverages,Real,Rea,110
865,Nilgiris Green Tea - Zoho Lemongrass,Beverages,Teamonk,Tea,400
866,"Deccan Gold - Premium Filter Coffee, 80:20 Blend",Beverages,PRISTINE,PRI,120
867,Nilgiris Green Teabags - Anicca Chamomile,Beverages,Teamonk,Tea,425
868,"Green Tea - Tulsi, Good Morning",Beverages,Wagh Bakri,Wag,150
869,Ratnagiri Alphonso,Beverages,B Natural,B N,120
870,100% Green Tea,Beverages,Sprig Tea,Spr,149
871,Fruit Juice - Mango Delight,Beverages,Tropicana,Tro,200
872,Squash - Sarasaparilla/Nannari/Sugandhi Root,Beverages,NaturoBell,Nat,140
873,Green Tea - Jasmine,Beverages,Typhoo,Typ,195
874,Fizz Classic Cola - Guilt-Free Soft Drink With Zero Sugar & No Preservatives,Beverages,Shunya,Shu,60
875,Organics Herbo Protein Powder,Beverages,18 Herbs,18,300
876,Malgudi Filter Coffee - 60:40,Beverages,Continental,Con,90
877,Lite Health & Nutrition Drink - Regular Malt Flavour,Beverages,Horlicks,Hor,298
878,Sunrise Extra Sachet,Beverages,Nescafe ,Nes,680
879,Assam Black Tea,Beverages,Emperia,Emp,159
880,Smartwater,Beverages,Glaceau ,Gla,300
881,Fruit Power Juice - Guava/Amrud,Beverages,Real,Rea,300
882,Apple Fruit Juice,Beverages,Paper Boat,Pap,80
883,Thums Up Soft Drink 750 ml + Sprite Soft Drink - Lime Flavoured 750 ml,Beverages,bb Combo,bb ,80
884,Sunrise Coffee,Beverages,Nescafe ,Nes,10
885,Sunrise Instant Coffee - Chicory Mixture,Beverages,Nescafe ,Nes,75
886,"Tea - Black, Kadak CTC",Beverages,Octavius,Oct,99
887,Orange Spice Green Tea,Beverages,Emperia,Emp,159
888,Soft Drink,Beverages,Pepsi,Pep,90
889,"Radler - Non Alcoholic Malt Drink, Mint & Lime",Beverages,Kingfisher,Kin,270
890,"Sharbat - Paan, Syrup",Beverages,Gulabs,Gul,300
891,Gold Cappuccino - Cafe Experience,Beverages,Nescafe ,Nes,150
892,Coffee - Grand,Beverages,Tata Coffee,Tat,60
893,"Green Tea - Cinnamon Anise, Whole Leaf",Beverages,Octavius,Oct,300
894,100% Mixed Fruit Juice,Beverages,Tropicana,Tro,270
895,Juice - Sparkling Apple,Beverages,Appy ,App,116
896,Malt Based Beverage Powder - Milk Flavour,Beverages,Ovaltine,Ova,289
897,Sharbat-E-Azam,Beverages,Dabur,Dab,145
898,Lime Juice Cordial,Beverages,Morton,Mor,125
899,This Caramel 3 In 1 Premix Instant Coffee,Beverages,Continental,Con,100
900,Amla Plus,Beverages,Dabur,Dab,20
901,Darjeeling Tea,Beverages,Lipton ,Lip,475
902,Dark Chocolate Flavour - Premium Arabica Instant Coffee,Beverages,Rage Coffee,Rag,349
903,Soft Drink,Beverages,Pepsi,Pep,80
904,"Green Tea - Honey, Lemon",Beverages,Lipton ,Lip,150
905,Green Tea - Darjeeling Loose Leaf,Beverages,Octavius,Oct,175
906,Sharbat - Rose,Beverages,Gulabs,Gul,250
907,PCOS Green Tea - Lavender & Chamomile,Beverages,&Me,&Me,330
908,Chamomile Tea - Tulsi Honey,Beverages,ORGANIC INDIA,ORG,168
909,Beetroot Carrot Juice With No Added Sugar,Beverages,Real Activ,Rea,270
910,Organic Vanilla Spiced Long Leaf Chai Tea,Beverages,VAHDAM,VAH,200
911,Haldi Doodh Mix With Ashwagandha & Mulethi,Beverages,Tata Sampann,Tat,125
912,Insta - Nimbupaani,Beverages,Rasna,Ras,135
913,Instant Energy Health Drink - Tangy Orange,Beverages,Glucon-D,Glu,168
914,Instant,Beverages,Rage Coffee,Rag,299
915,Green Tea,Beverages,Typhoo,Typ,500
916,Cold Extracted Juice - Valencia Orange,Beverages,Raw Pressery,Raw,200
917,"Juice - Mixed Fruit, Aloevera",Beverages,Alo Frut,Alo,110
918,Organic Earl Grey Masala Long Leaf Chai Tea,Beverages,VAHDAM,VAH,200
919,Juice - Classic Apple,Beverages,Appy ,App,60
920,"Juice - Mosambi, Aloevera",Beverages,Alo Frut,Alo,40
921,"Deccan Gold - Premium Filter Coffee, 80:20 Blend",Beverages,PRISTINE,PRI,285
922,Fruit Power Juice - Mosambi,Beverages,Real,Rea,110
923,Xtra Coffee Pouch,Beverages,Continental,Con,115
924,"Coffee - Powder, Premium Special",Beverages,Cothas Coffee,Cot,210
925,Juice - Apple Awe,Beverages,B Natural,B N,330
926,Green Tea - Natural,Beverages,Good Morning,Goo,350
927,Celebration Series Darjeeling First Flush Premium Loose Leaf Black Tea,Beverages,Karma Kettle,Kar,450
928,Maaza Juice - Mango 1.5 L + Coca Cola Soft Drink 1.75 L Bottle,Beverages,bb Combo,bb ,165
929,Green Tea - Organic Amla Ginger Long Leaf,Beverages,VAHDAM,VAH,225
930,Nutritional Powder Premium Chocolate 400g + Vanilla Delight 400 g,Beverages,Pediasure,Ped,1030
931,Organic Chamomile Mint Citrus Long Leaf Green Tea,Beverages,VAHDAM,VAH,200
932,Chocolate Health Drink - Bournvita,Beverages,Cadburry,Cad,760
933,Native Haat Honey Vita - Chocolate Flavour,Beverages,Rasna,Ras,225
934,Glucose -D Energy Boost with Vitamin D,Beverages,Dabur,Dab,110
935,Pina Colada Iced Tea With Coconut & Pineapple,Beverages,Karma Kettle,Kar,300
936,Instant Coffee - Granuels,Beverages,Octavius,Oct,260
937,"Tea - Infusion, Tulsi Mulethi",Beverages,ORGANIC INDIA,ORG,168
938,Nutritional Powder - Kesar Badam,Beverages,Pediasure,Ped,310
939,Pro-Health Drink - Chocolate,Beverages,Bournvita,Bou,620
940,Instant Coffee - Strong,Beverages,Continental,Con,635
941,Nilgiri Green Tea Bags - Taizen Cinnamon,Beverages,Teamonk,Tea,425
942,Deccan Gold - Premium Dust Tea,Beverages,PRISTINE,PRI,150
943,Fresh Strong Filter Coffee,Beverages,iD,iD,25
944,Green Tea With Moringa,Beverages,Sprig Tea,Spr,179
945,Green Tea - Marigold & Lemongrass,Beverages,Octavius,Oct,275
946,Fruit Drink - Orange,Beverages,Minute Maid ,Min,109
947,Club Soda - Evervess,Beverages,Lehar,Leh,20
948,Lite Health & Nutritional Drink - Vanilla Flavour,Beverages,Protinex ,Pro,650
949,Deccan Gold - Organic Filter Coffee,Beverages,PRISTINE,PRI,180
950,Natural Hangover & Liver Detox Drink - Weekend Pack,Beverages,Morning Fresh,Mor,450
951,Squash - Kokum,Beverages,NaturoBell,Nat,140
952,Filta Fresh Chicory Blend Coffee,Beverages,Coffee Day,Cof,300
953,Honey Lemon Green Tea Bags,Beverages,Lipton ,Lip,165
954,Green Tea Bags - Moroccan Mint,Beverages,Typhoo,Typ,210
955,Activ Low Calorie - Orange,Beverages,Real,Rea,130
956,Whey Protein - Malt Beverage Health Drink With Dha - Chocolate,Beverages,Amul Pro,Amu,185
957,"Juice - Apple with No Added Sugar, 1 l + Orange, 1 l",Beverages,Real Activ,Rea,270
958,GO Zappy Apple 300 ml + GO Zesty Orange 300 ml + GO Mixed Fruit Mania 300 ml,Beverages,Shunya,Shu,180
959,Sunny Lemony Tea,Beverages,Eco Valley ,Eco,175
960,Juice - Litchi Luscious,Beverages,B Natural,B N,330
961,Tea,Beverages,Tata Tea Kanan Devan,Tat,158
962,Care Tea,Beverages,Tata Tea Gold,Tat,295
963,Non-Alcoholic Beer Bottle - Malt Flavour,Beverages,Barbican ,Bar,99
964,Golden Milk Powder With Curcumin - Organic Turmeric Ashwagandha Latte Mix Superfood,Beverages,VAHDAM,VAH,399
965,Thickest Mango Drink,Beverages,Slice,Sli,65
966,Tea Bags Assorted Selection - 15 Variety,Beverages,VAHDAM,VAH,225
967,Women's Plus Caramel,Beverages,Horlicks,Hor,299
968,Tea - Classic,Beverages,Tata Tea Kanan Devan,Tat,292
969,"Coffee - Pure Filter, 100 % Coffee, 0% Chicory",Beverages,Sidapur,Sid,540
970,Nutrition & Health Drink - Kesar Badam,Beverages,Complan,Com,125
971,Nutritional Powder - Premium Chocolate,Beverages,Pediasure,Ped,1160
972,Tea,Beverages,Taj Mahal,Taj,200
973,Instant Drink Mix - Orange,Beverages,Tang,Tan,220
974,"Coffee - Powder, Pure Filter, Nova Therm",Beverages,Cothas Coffee,Cot,280
975,Thums Up,Beverages,Thums Up,Thu,160
976,Squash - Kokum Kadi,Beverages,NaturoBell,Nat,110
977,Organic Tulsi Ginger Herbal Infusion Tea Bag,Beverages,24 Mantra,24,170
978,Lemon Tea Flavoured Syrup,Beverages,DaVinci Gourmet,DaV,645
979,Chocolate Health Drink - 5 Star Magic,Beverages,Bournvita,Bou,325
980,Coconut Water - 100% Natural With No Added Sugar,Beverages,Storia,Sto,300
981,Organic Cardamom Masala Long Leaf Chai Tea,Beverages,VAHDAM,VAH,200
982,"Radler - Non Alcoholic Malt Drink, Ginger & Lime",Beverages,Kingfisher,Kin,70
983,"Nutritional Powder - Complete & Balanced, Vanilla Delight",Beverages,Pediasure,Ped,975
